"","rok","sport","disciplina","medaile","stat","jmena","vysledek"
"1987","1952","Alpine Skiing","Slalom","zlato","AUT","Othmar SCHNEIDER","2:00.0 ."
"1988","1952","Alpine Skiing","Slalom","stříbro","NOR","Stein ERIKSEN","2:01.2 ."
"1989","1952","Alpine Skiing","Slalom","bronz","NOR","Guttorm BERGE","2:07.1 ."
"1990","1952","Alpine Skiing","Slalom","zlato","USA","Andrea MEAD LAWRENCE","2:10.6 ."
"1991","1952","Alpine Skiing","Slalom","stříbro","GER","Ossi REICHERT","2:11.4 ."
"1992","1952","Alpine Skiing","Slalom","bronz","GER","Mirl BUCHNER","2:13.3 ."
"1993","1952","Alpine Skiing","Giant Slalom","zlato","NOR","Stein ERIKSEN","2:25.0"
"1994","1952","Alpine Skiing","Giant Slalom","stříbro","AUT","Christian PRAVDA","2:26.9"
"1995","1952","Alpine Skiing","Giant Slalom","bronz","AUT","Toni SPIESS","2:28.8"
"1996","1952","Alpine Skiing","Giant Slalom","zlato","USA","Andrea MEAD LAWRENCE","2:06.8"
"1997","1952","Alpine Skiing","Giant Slalom","stříbro","AUT","Dagmar ROM","2:09.0"
"1998","1952","Alpine Skiing","Giant Slalom","bronz","GER","Mirl BUCHNER","2:10.0"
"1999","1952","Bobsleigh","Two-man","zlato","FRG","Andreas OSTLER
Lorenz NIEBERL","5:24.54"
"2000","1952","Bobsleigh","Two-man","stříbro","USA","Patrick Henry MARTIN
Stanley Delong BENHAM","5:26.89"
"2001","1952","Bobsleigh","Two-man","bronz","SUI","Fritz FEIERABEND
Stephan WASER","5:27.71"
"2002","1952","Bobsleigh","Four-man","zlato","FRG","Lorenz NIEBERL
Franz KEMSER
Andreas OSTLER
Friedrich KUHN","5:07.84"
"2003","1952","Bobsleigh","Four-man","stříbro","USA","Stanley Delong BENHAM
Howard Wallace CROSSETT
Patrick Henry MARTIN
James Neil ATKINSON","5:10.48"
"2004","1952","Bobsleigh","Four-man","bronz","SUI","Albert MADÖRIN
André FILIPPINI
Stephan WASER
Fritz FEIERABEND","5:11.70"
"2005","1952","Cross Country Skiing","10km","zlato","FIN","Lydia WIDEMAN","41:40."
"2006","1952","Cross Country Skiing","10km","stříbro","FIN","Mirja HIETAMIES","42:39."
"2007","1952","Cross Country Skiing","10km","bronz","FIN","Siiri RANTANEN","42:50."
"2008","1952","Cross Country Skiing","18km","zlato","NOR","Hallgeir BRENDEN","1:01:34."
"2009","1952","Cross Country Skiing","18km","stříbro","FIN","Tapio MÄKELÄ","1:02:09."
"2010","1952","Cross Country Skiing","18km","bronz","FIN","Paavo LONKILA","1:02:20."
"2011","1952","Cross Country Skiing","50km","zlato","FIN","Veikko HAKULINEN","3:33:33."
"2012","1952","Cross Country Skiing","50km","stříbro","FIN","Eero KOLEHMAINEN","3:38:11."
"2013","1952","Cross Country Skiing","50km","bronz","NOR","Magnar ESTENSTAD","3:38:28."
"2014","1952","Cross Country Skiing","4x10km Relay","zlato","FIN","Heikki HASU
Tapio MÄKELÄ
Urpo KORHONEN
Paavo LONKILA","2:20:16."
"2015","1952","Cross Country Skiing","4x10km Relay","stříbro","NOR","Martin STOKKEN
Magnar ESTENSTAD
Mikal KIRKHOLT
Hallgeir BRENDEN","2:23:13."
"2016","1952","Cross Country Skiing","4x10km Relay","bronz","SWE","Sigurd ANDERSSON
Nils TÄPP
Martin LUNDSTRÖM
Enar JOSEFSSON","2:24:13."
"2017","1952","Figure Skating","Individual","zlato","USA","Richard BUTTON","192.256 9"
"2018","1952","Figure Skating","Individual","stříbro","AUT","Hellmut SEIBT","180.144 23"
"2019","1952","Figure Skating","Individual","bronz","USA","James GROGAN","180.822 24"
"2020","1952","Figure Skating","Individual","zlato","GBR","Jeannette ALTWEGG","161.756 14"
"2021","1952","Figure Skating","Individual","stříbro","USA","Tenley ALBRIGHT","159.133 22"
"2022","1952","Figure Skating","Individual","bronz","FRA","Jacqueline DU BIEF","158.000 24"
"2023","1952","Figure Skating","Pairs","zlato","GER","Paul FALK
Ria FALK","11.400 11"
"2024","1952","Figure Skating","Pairs","stříbro","USA","Michael KENNEDY
Karol KENNEDY","11.178 17"
"2025","1952","Figure Skating","Pairs","bronz","HUN","Laszlo NAGY
Marianna NAGY","10.822 31"
"2026","1952","Ice Hockey","Ice Hockey","zlato","CAN","Ralph Lawrence HANSCH
George Gordon ABEL
Eric Evan PATERSON
William James GIBSON
Robert Bruce DICKSON
John Francis DAVIES
Alan Ruggles PURVIS
Francis Cornelius SULLIVAN
Billie DAWE
Louis John SECCO
Robert WATT
Gordon ROBERTSON
Robert Roderick MEYERS
Donald Valentine GAUF
Thomas Allen POLLOCK
David Engelberg MILLER","71:14 (15)"
"2027","1952","Ice Hockey","Ice Hockey","stříbro","USA","Leonard Stanley CEGLARSKI
Arnold Carl OSS
Donald Francis WHISTON
Clifford HARRISON
Kenneth James YACKEL
Ruben Eugene BJORKMAN
James Walter SEDIN
John Francis MULHERN
Joseph John CZARNOTA
John Michael NOAH
Robert Edward ROMPRE
Alfred VAN ALLEN
André Peter GAMBUCCI
Richard Joseph DESMOND
Gerald Walsh KILMARTIN","43:21 (13)"
"2028","1952","Ice Hockey","Ice Hockey","bronz","SWE","Sven Olof JOHANSSON-TUMBA
Stig Gunnar ANDERSSON-TVILLING
Ake ANDERSSON
Rune JOHANSSON
Gösta JOHANSSON
Hans Andreas ÖBERG
GÃ¶te BLOMQVIST
Holger NURMELA
Göte ALMQVIST
Lars Gunnar BJÖRN
Sven THUNMAN
Erik JOHANSSON
Hans Lennart ANDERSSON-TVILLING
Lars Ake SVENSSON
Erik Ake LASSAS
Thord FLODQVIST
Lars PETTERSSON","48:19 (12)"
"2029","1952","Nordic Combined","Individual","zlato","NOR","Simon SLATTVIK","451.621"
"2030","1952","Nordic Combined","Individual","stříbro","FIN","Heikki HASU","447.500"
"2031","1952","Nordic Combined","Individual","bronz","NOR","Sverre STENERSEN","436.335"
"2032","1952","Ski Jumping","K90 Individual (70m)","zlato","NOR","Arnfinn BERGMANN","226.0"
"2033","1952","Ski Jumping","K90 Individual (70m)","stříbro","NOR","Torbjorn FALKANGER","221.5"
"2034","1952","Ski Jumping","K90 Individual (70m)","bronz","SWE","Karl HOLMSTRÖM","219.5"
"2035","1952","Speed Skating","500m","zlato","USA","Kenneth HENRY","0:43.2"
"2036","1952","Speed Skating","500m","stříbro","USA","Donald MCDERMOTT","43.9"
"2037","1952","Speed Skating","500m","bronz","CAN","Gordon AUDLEY
Arne JOHANSEN","44.0"
"2038","1952","Speed Skating","1500m","zlato","NOR","Hjalmar ANDERSEN","2:20.4"
"2039","1952","Speed Skating","1500m","stříbro","NED","Willem VAN DER VOORT","2:20.6"
"2040","1952","Speed Skating","1500m","bronz","NOR","Roald AAS","2:21.6"
"2041","1948","Alpine Skiing","Alpine Combined","zlato","FRA","Henri OREILLER","003.27"
"2042","1948","Alpine Skiing","Alpine Combined","stříbro","SUI","Karl MOLITOR","006.44"
"2043","1948","Alpine Skiing","Alpine Combined","bronz","FRA","James COUTTET","006.95"
"2044","1948","Alpine Skiing","Alpine Combined","zlato","AUT","Trude BEISER-JOCHUM","6.58"
"2045","1948","Alpine Skiing","Alpine Combined","stříbro","USA","Gretchen FRASER","6.95"
"2046","1948","Alpine Skiing","Alpine Combined","bronz","AUT","Erika MAHRINGER","7.04"
"2047","1948","Alpine Skiing","Downhill","zlato","FRA","Henri OREILLER","2:55.0 ."
"2048","1948","Alpine Skiing","Downhill","stříbro","AUT","Franz GABL","2:59.1 ."
"2049","1948","Alpine Skiing","Downhill","bronz","SUI","Rolf OLINGER
Karl MOLITOR","3:00.3 ."
"2050","1948","Alpine Skiing","Downhill","zlato","SUI","Hedy SCHLUNEGGER","2:28.3"
"2051","1948","Alpine Skiing","Downhill","stříbro","AUT","Trude BEISER-JOCHUM","2:29.1"
"2052","1948","Alpine Skiing","Downhill","bronz","AUT","Resi HAMMERER","2:30.2"
"2053","1948","Alpine Skiing","Slalom","zlato","SUI","Edi REINALTER","2:10.3 ."
"2054","1948","Alpine Skiing","Slalom","stříbro","FRA","James COUTTET","2:10.8 ."
"2055","1948","Alpine Skiing","Slalom","bronz","FRA","Henri OREILLER","2:12.8 ."
"2056","1948","Alpine Skiing","Slalom","zlato","USA","Gretchen FRASER","1:57.2 ."
"2057","1948","Alpine Skiing","Slalom","stříbro","SUI","Antoinette MEYER","1:57.7 ."
"2058","1948","Alpine Skiing","Slalom","bronz","AUT","Erika MAHRINGER","1:58.0 ."
"2059","1948","Bobsleigh","Two-man","zlato","SUI","Friedrich WALLER
Felix ENDRICH","5:29.2"
"2060","1948","Bobsleigh","Two-man","stříbro","SUI","Fritz FEIERABEND
Paul Hans EBERHARD","5:30.4"
"2061","1948","Bobsleigh","Two-man","bronz","USA","Schuyler CARRON
Frederick Joseph FORTUNE","5:35.3"
"2062","1948","Bobsleigh","Four-man","zlato","USA","Francis William TYLER
Patrick Henry MARTIN
William D'AMICO
Edward RIMKUS","5:20.1"
"2063","1948","Bobsleigh","Four-man","stříbro","BEL","Jacques MOUVET
Freddy MANSVELD
Louis-Georges NIELS
Max HOUBEN","5:21.3"
"2064","1948","Bobsleigh","Four-man","bronz","USA","James John BICKFORD
Donald DUPREE
Thomas HICKS
William DUPREE","5:21.5"
"2065","1948","Cross Country Skiing","18km","zlato","SWE","Martin LUNDSTRÖM","1:13:50."
"2066","1948","Cross Country Skiing","18km","stříbro","SWE","Nils ÖSTENSSON","1:14:22."
"2067","1948","Cross Country Skiing","18km","bronz","SWE","Gunnar ERIKSSON","1:16:06."
"2068","1948","Cross Country Skiing","50km","zlato","SWE","Nils KARLSSON","3:47:48."
"2069","1948","Cross Country Skiing","50km","stříbro","SWE","Harald ERIKSSON","3:52:20."
"2070","1948","Cross Country Skiing","50km","bronz","FIN","Benjamin VANNINEN","3:57:28."
"2071","1948","Cross Country Skiing","4x10km Relay","zlato","SWE","Gunnar ERIKSSON
Nils TÄPP
Martin LUNDSTRÖM
Nils ÖSTENSSON","2:32:08."
"2072","1948","Cross Country Skiing","4x10km Relay","stříbro","FIN","Sauli RYTKY
Lauri SILVENNOINEN
August KIURU
Teuvo LAUKKANEN","2:41:06."
"2073","1948","Cross Country Skiing","4x10km Relay","bronz","NOR","Erling EVENSEN
Olav ÖKERN
Olav I. HAGEN
Reidar NYBORG","2:44:33."
"2074","1948","Figure Skating","Individual","zlato","USA","Richard BUTTON","191.177"
"2075","1948","Figure Skating","Individual","stříbro","SUI","Hans GERSCHWILER","181.122"
"2076","1948","Figure Skating","Individual","bronz","AUT","Edi RADA","178.133"
"2077","1948","Figure Skating","Individual","zlato","CAN","Barbara Ann SCOTT","163.077"
"2078","1948","Figure Skating","Individual","stříbro","AUT","Eva PAWLIK","157.588"
"2079","1948","Figure Skating","Individual","bronz","GBR","Jeannette ALTWEGG","156.166"
"2080","1948","Figure Skating","Pairs","zlato","BEL","Micheline LANNOY
Pierre BAUGNIET","11.227"
"2081","1948","Figure Skating","Pairs","stříbro","HUN","Andrea KEKESSY
Ede KIRALY","11.109"
"2082","1948","Figure Skating","Pairs","bronz","CAN","Wallace DIESTELMEYER
Suzanne MORROW","11.000"
"2083","1948","Ice Hockey","Ice Hockey","zlato","CAN","Ross KING
A. GILPIN
George Edward MARA
Bernard Frank DUNSTER
Murray Albert DOWEY
Irving TAYLOR
R.A. FORBES
H. BROOKS
Henri-André LAPERRIERE
J. LEICHNITZ
Jean Orval GRAVELLE
Albert Roméo RENAUD
Thomas Edward HIBBERD
Patrick GUZZO
Walter Edwin HALDER
John Howard LECOMPTE
Reginald John SCHROETER","69:05 (15)"
"2084","1948","Ice Hockey","Ice Hockey","stříbro","TCH","Karel STIBOR
Bohumil MODRY
Vaclav ROZINAK
Gustav BUBNIK
Miloslav POKORNY
Vladimir BOUZEK
Oldrich ZABRODSKY
Jaroslav DROBNY
Vladimir KOBRANOV
Miroslav SLAMA
Ladislav TROJAK
Vladimir ZABRODSKY
Vilibald STOVIK
Josef TROUSILEK
Zdenek JARKOVSKY
Stanislav KONOPASEK
Premysl HAJNY","80:18 (15)"
"2085","1948","Ice Hockey","Ice Hockey","bronz","SUI","Heinrich BOLLER
Beat RÜEDI
Emil HANDSCHIN
Hans CATTINI
Werner LOHRER
Ferdinand CATTINI
Hans TREPP
Hans DÜRST
Reto PERL
Richard TORRIANI
Gebhard POLTERA
Otto SCHUBIGER
Ulrich POLTERA
Heini LOHRER
Hans BÄNNINGER
Walter Paul DÜRST
Alfred BIELER","67:21 (12)"
"2086","1948","Nordic Combined","Individual","zlato","FIN","Heikki HASU","448.80"
"2087","1948","Nordic Combined","Individual","stříbro","FIN","Martti HUHTALA","433.65"
"2088","1948","Nordic Combined","Individual","bronz","SWE","Sven ISRAELSSON","433.40"
"2089","1948","Ski Jumping","K90 Individual (70m)","zlato","NOR","Petter HUGSTED","228.1"
"2090","1948","Ski Jumping","K90 Individual (70m)","stříbro","NOR","Birger RUUD","226.6"
"2091","1948","Ski Jumping","K90 Individual (70m)","bronz","NOR","Thorleif SCHJELDERUP","225.1"
"2092","1948","Skeleton","Individual","zlato","ITA","Nino BIBBIA","5:23.2"
"2093","1948","Skeleton","Individual","stříbro","USA","John HEATON","5:24.6"
"2094","1948","Skeleton","Individual","bronz","GBR","John CRAMMOND","5:25.1"
"2095","1948","Speed Skating","500m","zlato","NOR","Finn HELGESEN","0:43.1"
"2096","1948","Speed Skating","500m","stříbro","USA","Robert FITZGERALD
Thomas BYBERG
Kenneth BARTHELOMEW","0:43.2"
"2097","1948","Speed Skating","500m","bronz","","",""
"2098","1948","Speed Skating","1500m","zlato","NOR","Sverre FARSTAD","2:17.6"
"2099","1948","Speed Skating","1500m","stříbro","SWE","Ake SEYFFARTH","2:18.1"
"2100","1948","Speed Skating","1500m","bronz","NOR","Odd LUNDBERG","2:18.9"
"2101","1936","Alpine Skiing","Alpine Combined","zlato","GER","Franz PFNÜR","99.25"
"2102","1936","Alpine Skiing","Alpine Combined","stříbro","GER","Gustav LANTSCHNER","96.26"
"2103","1936","Alpine Skiing","Alpine Combined","bronz","FRA","Emile ALLAIS","94.69"
"2104","1936","Alpine Skiing","Alpine Combined","zlato","GER","Christel CRANZ","97.06"
"2105","1936","Alpine Skiing","Alpine Combined","stříbro","GER","Käthe GRASEGGER","95.26"
"2106","1936","Alpine Skiing","Alpine Combined","bronz","NOR","Laila SCHOU-NILSEN","93.48"
"2107","1936","Bobsleigh","Two-man","zlato","USA","Alan M. WASHBOND
Ivan Elmore BROWN","5:29.29"
"2108","1936","Bobsleigh","Two-man","stříbro","SUI","Fritz FEIERABEND
Joseph BEERLI","5:30.64"
"2109","1936","Bobsleigh","Two-man","bronz","USA","Richard Webster LAWRENCE
Gilbert COLGATE","5:33.96"
"2110","1936","Bobsleigh","Four-man","zlato","SUI","Joseph BEERLI
Pierre MUSY
Arnold GARTMANN
Charles BOUVIER","5:19.85"
"2111","1936","Bobsleigh","Four-man","stříbro","SUI","Hans BÜTIKOFER
Hans AICHELE
Reto CAPADRUTT
Fritz FEIERABEND","5:22.73"
"2112","1936","Bobsleigh","Four-man","bronz","GBR","Charles Patrick GREEN
James Farquhar CARDNO
Frederick James MCEVOY
Gary DUGDALE","5:23.41"
"2113","1936","Cross Country Skiing","18km","zlato","SWE","Erik August LARSSON","1:14:38."
"2114","1936","Cross Country Skiing","18km","stříbro","NOR","Oddbjorn HAGEN","1:15:33."
"2115","1936","Cross Country Skiing","18km","bronz","FIN","Pekka NIEMI","1:16:59."
"2116","1936","Cross Country Skiing","50km","zlato","SWE","Elis WIKLUND","3:30:11."
"2117","1936","Cross Country Skiing","50km","stříbro","SWE","Axel WIKSTRÖM","3:33:20."
"2118","1936","Cross Country Skiing","50km","bronz","SWE","Nils-Joel ENGLUND","3:34:10."
"2119","1936","Cross Country Skiing","4x10km Relay","zlato","FIN","Kalle JALKANEN
Klaus KARPPINEN
Matti LÄHDE
Sulo NURMELA","2:41:33."
"2120","1936","Cross Country Skiing","4x10km Relay","stříbro","NOR","Bjarne IVERSEN
Olaf HOFFSBAKKEN
Oddbjorn HAGEN
Sverre BRODAHL","2:41:39."
"2121","1936","Cross Country Skiing","4x10km Relay","bronz","SWE","John BERGER
Erik August LARSSON
Artur HÄGGBLAD
Martin MATSBO","2:43:03."
"2122","1936","Figure Skating","Individual","zlato","AUT","Karl SCHÄFER","422.7"
"2123","1936","Figure Skating","Individual","stříbro","GER","Ernst BAIER","400.8"
"2124","1936","Figure Skating","Individual","bronz","AUT","Felix KASPAR","400.1"
"2125","1936","Figure Skating","Individual","zlato","NOR","Sonja HENIE","424.5"
"2126","1936","Figure Skating","Individual","stříbro","GBR","Cecilia COLLEDGE","418.1"
"2127","1936","Figure Skating","Individual","bronz","SWE","Vivi-Anne HULTEN","394.7"
"2128","1936","Figure Skating","Pairs","zlato","GER","Maxi HERBER
Ernst BAIER","11.5"
"2129","1936","Figure Skating","Pairs","stříbro","AUT","Erik PAUSIN
Ilse PAUSIN","11.4"
"2130","1936","Figure Skating","Pairs","bronz","HUN","Emilia ROTTER
Laszlo SZOLLAS","10.8"
"2131","1932","Bobsleigh","Two-man","zlato","USA","J. Hubert STEVENS
Curtis STEVENS
Adams ARTHUR","8:14.74"
"2132","1932","Bobsleigh","Two-man","stříbro","SUI","William STAUFFER
Antoine KLOETTA
Oscar GEIER
Charles JENNY
Gaston FONJALLAZ
Gustave FONJALLAZ
René FONJALLAZ
Reto CAPADRUTT","8:16.28"
"2133","1932","Bobsleigh","Two-man","bronz","USA","J. Hubert STEVENS
Harry G MARTIN
John HEATON
Robert MINTON
Precy D. BRYANT
Henry A. HOMBURGER","8:29.15"
"2134","1932","Bobsleigh","Four-man","zlato","USA","William FISKE
Edward EAGAN
J. Hubert STEVENS
Clifford Barton GRAY
Jay James O'BRIEN","7:53.68"
"2135","1932","Bobsleigh","Four-man","stříbro","USA","Curtis STEVENS
Albert ASHFORTH
Francis Paul STEVENS
Harry G MARTIN
Edmund C HORTON
Clement HACKNEY
Henry A. HOMBURGER
Hunter GOODRICH
Howard S LIPSON
Precy D. BRYANT","7:55.70"
"2136","1932","Bobsleigh","Four-man","bronz","GER","Hanns KILIAN
Rudolf KROTKI
Werner ZAHN
Fritz GRAU
Hans MEHLHHORN
Max LUDWIG
Albert BREHME
Werner HUTH
Heinrich ROSSNER
Sebastian HUBER
Helmut HOPMANN","8:00.04"
"2137","1932","Cross Country Skiing","18km","zlato","SWE","Sven UTTERSTRÖM","1:23:07."
"2138","1932","Cross Country Skiing","18km","stříbro","SWE","Axel WIKSTRÖM","1:25:07."
"2139","1932","Cross Country Skiing","18km","bronz","FIN","Veli SAARINEN","1:25:24."
"2140","1932","Cross Country Skiing","50km","zlato","FIN","Veli SAARINEN","4:28:00."
"2141","1932","Cross Country Skiing","50km","stříbro","FIN","Väinö LIIKKANEN","4:28:20."
"2142","1932","Cross Country Skiing","50km","bronz","NOR","Arne RUSTADSTUEN","4:31:53."
"2143","1932","Figure Skating","Individual","zlato","AUT","Karl SCHÄFER","2602.0"
"2144","1932","Figure Skating","Individual","stříbro","SWE","Gillis GRAFSTRÖM","2514.5"
"2145","1932","Figure Skating","Individual","bronz","CAN","Montgomery WILSON","2448.3"
"2146","1932","Figure Skating","Individual","zlato","NOR","Sonja HENIE","2302.5"
"2147","1932","Figure Skating","Individual","stříbro","AUT","Fritzi BURGER","2167.1"
"2148","1932","Figure Skating","Individual","bronz","USA","Maribel VINSON","2158.5"
"2149","1932","Figure Skating","Pairs","zlato","FRA","Pierre BRUNET
Andrée BRUNET","076.7"
"2150","1932","Figure Skating","Pairs","stříbro","USA","Beatrix LOUGHRAN
Sherwin BADGER","077.5"
"2151","1932","Figure Skating","Pairs","bronz","HUN","Emilia ROTTER
Laszlo SZOLLAS","076.4"
"2152","1932","Ice Hockey","Ice Hockey","zlato","CAN","Roy HINKEL
Norman MALLOY
N.Romeo RIVERS
Clifford CROWLEY
William George COCKBURN
Harold SIMPSON
Walter MONSON
C. Victor LINDQUIST
W. Stanley WAGNER
George GARBUTT
Kenneth MOORE
Albert DUNCANSON
Hugh SUTHERLAND
J. Alliston WISE","(11)"
"2153","1932","Ice Hockey","Ice Hockey","stříbro","USA","Edward Hartwell FRAZIER
Osborn ANDERSON
Franklin FARRELL
Joseph FITZGERALD
Gordon SMITH
John Pierce CHASE
John Emery COOKMAN
Douglas Newton EVERETT
John Peale BENT
Francis Augustus NELSON
Winthrop Hale PALMER
Robert Cambridge LIVINGSTON
John Bright GARRISON
Gerard HALLOCK","(09)"
"2154","1932","Ice Hockey","Ice Hockey","bronz","GER","Rudolf BALL
Gustav JÄNECKE
Alfred HEINRICH
Werner KORFF
Erich HERKER
Martin SCHRÖTTLE
Walter LEINWEBER
Marquardt SLEVOGT
Georg STROBL
Erich RÖMER","(04)"
"2155","1932","Nordic Combined","Individual","zlato","NOR","Johan GROTTUMSBRAATEN","446.00"
"2156","1932","Nordic Combined","Individual","stříbro","NOR","Ole STENEN","436.05"
"2157","1932","Nordic Combined","Individual","bronz","NOR","Hans VINJARENGEN","434.60"
"2158","1932","Ski Jumping","K90 Individual (70m)","zlato","NOR","Birger RUUD","228.1"
"2159","1932","Ski Jumping","K90 Individual (70m)","stříbro","NOR","Hans BECK","227."
"2160","1932","Ski Jumping","K90 Individual (70m)","bronz","NOR","Kaare WALBERG","219.5"
"2161","1928","Bobsleigh","Five-man","zlato","USA","William FISKE
Clifford Barton GRAY
Richard PARKE
Geoffrey Travers MASON
Nion TUCKER","3:20.5"
"2162","1928","Bobsleigh","Five-man","stříbro","USA","Jay James O'BRIEN
Jennison HEATON
Lyman HINE
Thomas DOE
David GRANGER","3:21.0"
"2163","1928","Bobsleigh","Five-man","bronz","GER","Hanns KILIAN
Valentin KREMPL
Sebastian HUBER
Hans HESS
Hanns NÄGLE","3:21.9"
"2164","1928","Cross Country Skiing","18km","zlato","NOR","Johan GROTTUMSBRAATEN","1:37:01."
"2165","1928","Cross Country Skiing","18km","stříbro","NOR","Ole HEGGE","1:39:01."
"2166","1928","Cross Country Skiing","18km","bronz","NOR","Reidar ÖDEGAARD","1:40:11."
"2167","1928","Cross Country Skiing","50km","zlato","SWE","Per Erik HEDLUND","4:52:03.00"
"2168","1928","Cross Country Skiing","50km","stříbro","SWE","Gustav JONSSON","5:05:30.00"
"2169","1928","Cross Country Skiing","50km","bronz","SWE","Volger ANDERSSON","5:05:46.00"
"2170","1928","Figure Skating","Individual","zlato","SWE","Gillis GRAFSTRÖM","1630.75"
"2171","1928","Figure Skating","Individual","stříbro","AUT","Willy BÖCKL","1625.50"
"2172","1928","Figure Skating","Individual","bronz","BEL","Robert VAN ZEEBROECK","1542.75"
"2173","1928","Figure Skating","Individual","zlato","NOR","Sonja HENIE","2452.25"
"2174","1928","Figure Skating","Individual","stříbro","AUT","Fritzi BURGER","2248.50"
"2175","1928","Figure Skating","Individual","bronz","USA","Beatrix LOUGHRAN","2254.50"
"2176","1928","Figure Skating","Pairs","zlato","FRA","Andrée BRUNET
Pierre BRUNET","100.50"
"2177","1928","Figure Skating","Pairs","stříbro","AUT","Otto KAISER
Lilly SCHOLZ","099.25"
"2178","1928","Figure Skating","Pairs","bronz","AUT","Ludwig WREDE
Melitta BRUNNER","093.25"
"2179","1928","Ice Hockey","Ice Hockey","zlato","CAN","Herbert Alfred PLAXTON
Norbert Edward MUELLER
Joseph Taylor SULLIVAN
Franlyn Wood FISHER
Charles DELAHAY
Rogers Hayward PLAXTON
Henry Louis HUDSON
John Chester PORTER
Frank Gerald SULLIVAN
David TROTTIER
Ross Croft TAYLOR
Hugh John PLAXTON","(06)"
